LOAN,MORTDUE,VALUE,YOJ,CLAGE,CLNO,DEBTINC
18900,34583,59247,15,89.340627,17,39.990188
18900,91784,117626,21,280.123473,16,25.673022
18900,87657,117577,9,142.466495,19,39.966182
18900,154563,198790,7,NaN,15,29.472614
18900,51075,78045,2,74.091196,15,42.198282
18900,39727,68477,11,134.279842,22,40.4212
18900,17800,40798,6,167.466667,16,NaN
18900,68315,98175,14,161.333333,28,NaN
18900,127559,154545,NaN,216.669515,18,36.915878
18900,55238,112776,16,251.549392,19,25.7695
18900,123206,205608,4,201.302372,17,27.527502
18900,NaN,75252,NaN,NaN,NaN,42.919605
18900,100416,161147,1,216.09705,18,38.4605
18900,44605,65489,15,189.008456,23,38.571083
18900,69325,102438,NaN,222.652275,13,43.524098
18900,61429,84990,8,166.179399,64,40.436705
18900,101289,127485,0,319.250816,19,42.723232
18900,52640,113391,16,257.523797,19,27.792324
18900,103130,120119,7,292.751743,19,30.681689
18900,64290,87837,2,309.005458,15,42.168358
18900,82537,117610,16,233.848535,30,39.064893
19000,52157,157459,19,248.723533,28,21.920198
19000,62356,92299,0,60.294143,23,34.81696
19000,7524,28639,NaN,60.328253,18,42.358461
19000,43479,78631,1,301.403691,10,38.253097
19000,172108,195892,10,276.763341,38,24.47569
19000,130291,168187,3,140.689343,20,24.78815
19000,167104,200184,9,256.648344,38,23.668678
19000,22236,169461,7,296.080194,27,27.640018
19000,75673,100335,8,93.159545,16,33.518481
19000,107199,132723,7,91.371932,13,31.442612
19000,57429,86250,5,175.5,16,NaN
19000,47400,80000,12,95.366667,10,NaN
19000,43074,75700,NaN,NaN,NaN,NaN
19000,122000,158000,2,374.033333,52,NaN
19000,145800,190300,13,109.666667,24,NaN
19000,42000,64000,9,30.466667,8,NaN
19000,64758,119780,19,349,20,NaN
19000,46300,72000,5,215.033333,24,NaN
19000,171106,200000,9.8,153.166667,26,NaN
19000,93050,118000,1,40.566667,10,NaN
19000,104176,165086,NaN,254.74248,24,39.613206
19000,105200,130000,5,237.433333,27,NaN
19000,165988,217000,13,214.033333,32,NaN
19000,100670,122581,10,81.252547,27,41.863631
19000,24658,47027,19,159.105225,31,53.548196
19000,15100,23200,3.2,64.9,21,NaN
19000,105729,172555,6,216.439036,23,41.046748
19000,42488,65636,7,90.676444,14,42.226716
19100,51994,66467,7,100.181888,15,41.155083
19100,31442,57151,16,100.032636,17,39.907042
19100,105111,176829,6,211.400338,24,41.413124
19100,46406,64413,16,285.725258,22,30.774536
19100,129111,197592,12,207.155174,21,36.141778
19100,48730,115967,15,264.915084,19,25.408205
19100,58453,76731,15,203.141076,21,36.22873
19100,22094,61820,5,201.135478,13,28.888876
19100,73217,93033,1,113.694566,26,36.384164
19200,68902,98737,1,166.816574,19,33.035076
19200,54483,81690,16,198.702516,21,37.749427
19200,62334,91300,8,92.333333,13,NaN
19200,73339,95426,1,169.97975,19,33.299296
19200,101641,160839,NaN,260.834993,23,37.123604
19200,83591,109772,4,101.498812,25,37.077042
19200,96401,115545,7,128.714514,20,22.18729
19200,153722,199812,13,121.942916,24,29.802859
19200,65206,13933,7,57.591831,16,42.502435
19200,62215,76573,18,199.875646,21,36.023663
19200,32417,97000,6,130.866667,15,NaN
19200,57728,96552,0,80.602363,23,37.508103
19200,24430,128837,9,355.798412,10,41.147749
19200,31307,60202,18,170.581299,20,35.600545
19300,109000,135000,3,98.433333,14,NaN
19300,83141,112096,15,255.788289,31,35.514488
19300,84425,119351,15,238.668697,31,38.298278
19300,50554,76140,9,78.276625,27,36.026904
19300,53710,78082,5,114.142696,7,36.991343
19300,148542,195791,12,110.327635,23,30.536611
19300,73668,89061,0,113.453561,25,33.498815
19300,31950,53814,17,178.459637,20,37.134712
19300,27747,43740,7,167.657981,16,35.086071
19300,76807,103026,13,169.248753,27,34.876359
19300,99714,126965,0,301.753574,20,43.290942
19300,152000,182000,1,NaN,NaN,NaN
19300,39926,101208,4,140.051638,14,31.545694
19300,33970,102792,6,145.020245,14,31.874217
19300,98769,121140,0,313.924515,20,43.085543
19300,146465,192854,13,110.648807,23,29.975576
19300,91004,116827,6,163.282118,20,20.206033
19300,51580,83518,13,89.525932,9,7.148413
19300,96454,157809,3,1168.233561,0,40.206138
19300,72752,106084,11,193.7071,13,30.686106
19400,39928,106271,6,129.178277,14,31.922155
19400,45036,78900,NaN,NaN,NaN,40.023968
19400,63508,12414,5,64.407605,16,40.570169
19400,167450,200902,9,264.697982,37,25.630799
19400,51360,76100,1,222.832118,11,36.263336
19400,39334,103578,6,127.530516,15,31.367627
19400,53000,82800,18,206.966667,22,NaN
19400,109812,172705,5,204.105415,23,43.338407
19400,110745,173474,6,217.406705,23,42.220407
19400,86219,126904,0,NaN,0,34.48085
19400,178000,219300,12,214.366667,26,NaN
19400,52677,80424,9,65.84753,28,34.950823
19400,71515,100771,NaN,223.171084,13,40.705044
19500,94543,127718,11,132.407856,24,30.857067
19500,100077,122352,3,58.861027,9,38.121518
19500,51333,77732,NaN,NaN,NaN,37.398317
19500,92663,152627,3,106.712628,16,35.367657
19500,98718,122659,0,324.257084,20,42.546021
19500,88909,140092,13,163.562504,25,33.005017
19500,9475,30000,0,33.466667,4,NaN
19500,105000,138375,12,219.133333,25,NaN
19500,50000,89100,7,86.233333,25,NaN
19500,47000,70000,15,220.166667,21,NaN
19500,8861,170687,23,76.788495,20,31.584003
19500,58474,89240,6,172.872146,15,38.823783
19500,52080,89913,12,110.760307,9,4.337283
19500,58638,13930,4,69.005027,16,42.500025
19500,48835,72566,9,191.275397,42,39.612426
19500,10506,70945,NaN,247.791991,22,39.755605
19500,100446,121516,0,306.111104,20,43.021823
19600,64000,90000,9,195.8,19,NaN
19600,117646,149975,4,114.213615,12,31.222803
19600,94419,123705,19,92.73938,22,84.379034
19600,55169,86203,18,223.603329,22,33.755273
19600,109500,136000,12,183.966667,32,NaN
19600,33284,61824,14,119.473073,17,37.784524
19600,53662,80055,6,99.085542,8,37.518298
19600,49984,84519,12,92.811333,10,7.614065
19600,85984,112721,18,239.137794,31,36.03118
19600,128876,162994,2,382.312217,52,36.067963
19700,33529,61209,17,112.158741,18,40.725296
19700,49793,113200,16,251.104198,19,25.033746
19700,62351,84624,0,88.126517,22,54.241335
19700,93040,113362,6,135.813857,21,19.704394
19700,32989,75950,9,283.1,19,NaN
19700,23921,134867,9,374.127183,10,38.865655
19700,60999,89841,0,82.103881,22,36.27999
19700,5700,24457,NaN,60.15633,19,41.363878
19700,105135,147353,11,225.696128,24,43.009651
19700,70709,97394,0,94.860466,17,25.556708
19700,139534,172125,0,101.943518,17,32.761084
19700,19349,133226,9,342.316357,9,40.147908
19800,73557,95770,0,70.029159,17,25.596617
19800,56745,83146,11,85.253619,10,7.862194
19800,51454,68073,1,130.974791,17,32.304944
19800,47488,77916,NaN,NaN,NaN,37.308247
19800,99137,121781,4,302.127873,20,39.510628
19800,13830,85587,20,229.518295,40,35.311066
19800,63701,14609,4,62.359738,17,41.874198
19800,65021,95188,1,73.081338,16,27.442543
19800,69174,95154,6,59.459256,16,31.254822
19900,90966,154351,4,103.975442,17,35.40592
19900,128219,162012,1,374.023767,52,37.888167
19900,168732,224270,12,217.637255,32,41.549331
19900,64620,91504,6,178.574866,16,37.725801
19900,45748,82516,NaN,NaN,NaN,39.313878
19900,96435,130019,27,274.282556,16,32.469203
19900,132878,199172,14,197.923806,22,35.330604
19900,25589,90051,8,138.990514,20,30.271092
19900,93619,130000,9,210.966667,18,NaN
19900,170947,222227,13,220.016464,31,42.235796
19900,68830,107598,10,202.934195,13,30.957516
19900,4641,23636,NaN,63.535255,19,40.442378
19900,16232,70592,NaN,242.365403,22,39.446251
19900,74193,94078,7,81.414352,15,32.03355
19900,78142,102085,12,160.367033,27,34.099757
20000,59936,12737,5,63.3954,17,40.446579
20000,38955,80680,8,295.300779,18,40.390956
20000,9647,31920,0,24.686231,3,28.94036
20000,43087,61438,14,276.562415,20,29.295179
20000,99000,140000,NaN,NaN,NaN,NaN
20000,72000,103000,0.5,174.3,23,NaN
20000,170706,224233,11,207.034684,32,41.102489
20000,46775,70236,9,179.082374,41,40.430695
20000,68958,99875,11,117.666667,23,NaN
20000,NaN,115750,NaN,132.533333,10,NaN
20000,71254,109200,10,NaN,NaN,NaN
20000,27900,NaN,21,NaN,NaN,NaN
20000,145500,194000,4.5,67.9,5,NaN
20000,125000,165000,2,314.5,30,NaN
20000,73400,94000,9,270,14,NaN
20000,99300,139150,10,162.366667,23,NaN
20000,69742.61,180000,11,366.3,17,NaN
20000,59964,100000,8,106.833333,18,NaN
20000,NaN,90000,8,181.7,16,NaN
20000,30000,46500,5,127.6,11,NaN
20000,79741,117600,10,291.166667,17,NaN
20000,55746,105230,16,282.066667,36,NaN
20000,85704,94200,2,123.9,20,NaN
20000,NaN,73800,4,404.766667,24,NaN
20000,125000,162975,7,178.533333,38,NaN
20000,13316,50150,26,214.033333,25,NaN
20000,32000,56373,1,113.566667,17,NaN
20000,126324,171450,26,329.566667,28,NaN
20000,NaN,64928.84,8,122.666667,5,NaN
20000,66820,100000,5,217.266667,13,NaN
20000,56135,93234,18,630.033333,24,NaN
20000,81800,106600,24,313.766667,43,NaN
20000,61843,95595,14,135.966667,14,NaN
20000,49034,98250,2,167.366667,47,NaN
20000,74368,105000,NaN,180.6,25,NaN
20000,145000,117500,5,96.4,34,NaN
20000,56683,90600,2,155.2,22,NaN
20000,135631.66,177000,8,321.633333,17,NaN
20000,NaN,128042,0,314.533333,21,NaN
20000,29400,52000,NaN,219.133333,13,NaN
20000,132436,180000,22,221.166667,24,NaN
20000,83205,132000,11,97.4,15,NaN
20000,127826,277500,3,193.8,15,NaN
20000,39000,62000,6,170.433333,27,NaN
20000,161000,204000,5,205.933333,25,NaN
20000,117820,154000,3,70.998127,29,NaN
20000,60336,132430,25,258.666667,21,NaN
20000,151982,NaN,NaN,146.5,43,NaN
20000,78500,109725,9.8,117.666667,30,NaN
20000,104000,139900,15,95.366667,49,NaN
20000,16000,87300,28,232.333333,21,NaN
20000,122000,166100,2.6,206.966667,18,NaN
20000,47696.03,112700,16,123.766667,23,NaN
20000,14361,50000,NaN,216.066667,10,NaN
20000,143000,185625,1.5,73.033333,11,NaN
20000,21300,308600,2,274.9,30,NaN
20000,11000,75000,7,267.833333,23,NaN
20000,116932,138072,19,171.466667,23,NaN
20000,70862,201500,9.3,290.166706,25,NaN
20000,87800,163800,14,244.066667,25,NaN
20000,86019,94350,3.7,119.7,16,NaN
20000,142500,190000,0.2,313.533333,18,NaN
20000,107000,146400,0.1,234.333333,32,NaN
20000,77900,105400,4,110.6,17,NaN
20000,23140,47548,1,322.004596,24,35.45951
20000,27782,58313,16,185.170637,20,38.684807
20000,NaN,78232,2,399.741882,23,23.948854
20000,22036,51068,25,210.719867,25,29.160045
20000,28440,91704,10,143.637439,20,30.206893
20000,9722,173518,21,89.211955,20,31.120877
20000,105422,146613,NaN,NaN,NaN,38.039855
20000,NaN,26507,7,92.426674,19,20.68374
20000,NaN,130063,2,323.901955,21,32.314419
20000,129682,180746,24,322.200259,27,30.891171
20100,78915,119400,18,232.826706,30,36.64868
20100,74013,106578,13,164.445811,27,33.916244
20100,14749,74584,NaN,252.605932,22,38.801877
20100,38614,56295,3,132.616522,11,25.792654
20100,20153,94279,21,227.182517,40,36.69663
20100,NaN,22971,5,102.726654,18,18.507803
20100,70491,100797,NaN,247.037272,14,40.272149
20100,16755,29412,3,62.050111,21,58.132183
20100,54098,88939,NaN,NaN,NaN,NaN
20100,62661,87329,18,198.341343,22,32.838178
20100,36486,46883,3,117.783379,10,24.851457
20100,54257,68830,10,201.05642,41,37.180181
20100,45764,79967,NaN,NaN,NaN,38.647728
20100,59726,79982,8,74.210759,28,36.846922
20100,57192,82870,5,91.701437,7,36.635231
20100,104183,139637,10,162.004181,23,34.624203
20100,72775,102308,8,206.478845,13,32.782971
20100,171132,201214,11,250.92307,38,25.965533
20100,137009,286955,3,196.984116,14,30.08535
20100,84965,110676,18,244.02973,30,38.62783
20200,105278,180304,6,218.657819,24,41.806763
20200,9297,26699,NaN,55.705497,18,41.718958
20200,88020,139200,10,99.046402,15,39.916957
20200,25956,92553,7,156.26932,21,28.29044
20200,125647,166423,1,395.148761,51,36.13251
20200,61303,97780,17,632.103186,24,20.737039
20200,NaN,72469,8,120.303257,5,20.505771
20200,137000,174685,6,183.666667,43,NaN
20200,35819,49843,4,121.10223,11,27.037513
20200,51588,121752,14,253.248967,20,26.430681
20200,153084,196968,6,NaN,16,32.0118
20200,45088,65211,10,118.56967,22,43.454512
20200,33000,62400,1,123.8,2,NaN
20200,61477,98143,1,156.929089,21,36.099868
20200,51449,69060,2,216.218081,12,33.333582
20200,NaN,68031,6,120.593465,4,18.320488
20200,34676,62987,1,112.799087,17,22.093046
20200,59347,97816,18,618.73589,24,21.668642
20200,41479,70102,5,172.911715,26,33.834671
20200,82181,119535,41,105.219297,28,52.734861
20200,130401,171686,7,178.942545,38,20.327138
20300,59809,107994,15,263.991293,36,26.508564
20300,90048,129230,13,134.942597,25,30.236554
20300,71387,107363,4,219.87473,13,29.567221
20300,37056,55027,NaN,223.553692,13,40.326049
20300,82996,118224,11,287.611605,16,34.187083
20300,36360,57905,NaN,214.970484,12,39.263094
20300,153896,200279,7,NaN,16,29.075188
20300,21281,90551,22,219.088224,41,37.155498
20300,63803,89079,21,323.808573,28,45.875917
20300,37388,55703,NaN,222.733567,12,39.814737
20300,77325,133075,19,166.126089,21,40.736022
20300,180254,220843,11,217.128167,25,41.563101
20300,66667,92158,9,174.892106,64,40.545681
20300,94781,125948,12,148.655687,24,33.183677
20300,13838,30813,0,39.645887,3,29.985183
20400,173975,219297,12,198.557241,32,40.784899
20400,29985,54038,15,177.593673,20,35.554304
20400,86559,123114,9,280.793226,16,34.439171
20400,99781,128452,23,265.950846,16,33.799379
20400,NaN,94446,6,184.82429,16,40.775864
20400,153958,195834,9,NaN,15,31.134624
20400,44746,63433,5,176.328497,26,36.676878
20400,19265,43962,5,177.904707,15,35.404639
20400,68928,98587,13,153.578135,13,36.176092
20400,38267,68684,12,121.453363,22,42.206433
20400,81823,114832,18,234.392042,31,35.205819
20400,132443,204082,13,187.018692,22,36.821887
20400,76305,103430,8,68.441583,16,31.515593
20400,83188,113181,25,321.56094,42,37.696679
20400,52109,100316,0,166.9382,46,35.526228
20400,41985,100096,4,141.033088,14,32.930782
20400,60393,98247,3,149.5712,22,34.342249
20500,82638,109915,NaN,176.366665,25,37.864833
20500,93761,94895,1,118.276051,20,33.701615
20500,64123,103728,8,112.582267,17,35.846273
20500,25984,95541,28,248.404878,21,17.805849
20500,37437,65004,1,120.426716,17,22.525455
20500,86236,138729,11,97.862173,14,38.699441
20500,113963,131135,3,243.680604,26,143.949605
20500,NaN,130396,0,305.656422,21,31.582253
20500,173061,220886,13,213.91436,32,43.795734
20500,47130,66415,4,170.925524,26,33.582416
20500,41899,65418,12,113.48246,22,43.206599
20500,169689,198931,9,258.620042,37,26.366126
20500,67852,97944,14,141.005345,14,36.609389
20500,59969,90311,5,151.575342,15,36.504933
20500,53438,118731,14,258.521069,20,26.146927
20500,183000,230000,2,288.866667,27,NaN
20500,89269,132500,NaN,203.9,21,NaN
20500,52031,64975,2.5,105.533333,33,NaN
20500,87892,136867,10,96.929645,15,40.162919
20500,80441,100505,7,87.446663,23,38.495066
20500,76620,185666,8,360.640054,16,33.754319
20500,39147,58049,NaN,202.903054,12,38.646019
20500,106839,144460,13,107.671382,49,39.687089
20500,85884,103546,5,39.98583,16,34.068269
20500,64113,98322,16,634.461893,23,19.574316
20600,67086,108006,6,116.328658,18,36.966325
20600,91180,98088,2,125.67685,20,36.537401
20600,69949,101807,3,218.390939,13,30.271239
20600,74828,106493,5,204.074409,12,30.22296
20600,NaN,24894,3,90.914932,18,22.03358
20600,16779,56481,24,228.057002,24,27.176648
20600,44826,66226,13,120.433262,22,40.91195
20600,124323,166781,4,381.025647,51,37.169048
20600,35530,105838,7,106.162918,15,32.093867
20600,91183,138268,12,113.166636,15,41.207856
20600,52946,83558,0,65.882879,10,65.143593
20600,62531,96584,1,146.839968,21,33.945586
20600,48500,72000,17,NaN,0,NaN
20600,32439,55024,0,302.78395,24,35.38838
20600,79590,106014,NaN,180.054154,25,40.693082
20600,138918,175989,5,189.955919,42,40.862678
20600,NaN,28635,5,102.986863,18,19.447185
20600,147855,125839,4,97.109584,34,29.697507
20600,185050,234004,3,313.604489,27,40.049113
20600,114947,173502,4,219.33688,24,40.543739
20700,80124,99938,7,69.32472,24,38.679634
20700,110307,140902,13,243.323916,24,41.33674
20700,71408,103991,4,208.351751,12,31.327394
20700,100778,142271,NaN,NaN,NaN,39.983096
20700,41000,65000,26,305.266667,32,NaN
20700,48134,78954,NaN,NaN,NaN,37.760482
20700,NaN,64980,6,112.63586,5,17.693144
20700,61710,86749,2,114.011838,16,40.762149
20700,107766,146937,12,223.137898,24,42.547275
20700,72698,96691,NaN,233.595307,13,42.62634
20700,140776,183621,7,315.374391,17,43.85602
20700,69810,100756,3,213.728292,13,32.871909
20700,32817,101720,5,132.940938,15,31.606217
20800,70758,NaN,0,107.533333,19,NaN
20800,176235,209695,9,159.70677,25,38.59194
20800,155315,192038,11,114.482198,23,29.891572
20800,56364,115760,16,261.814056,19,24.797958
20800,77885,98188,4,50.293547,23,38.120405
20800,46434,68490,6,171.283473,26,35.999296
20800,107787,182140,7,214.330568,23,41.928469
20800,156393,199881,7,NaN,16,30.923407
20800,51562,99997,1,168.314577,47,35.231393
20800,29503,54923,NaN,215.480714,12,38.732132
20800,150507,126763,4,102.422388,33,31.990311
20800,107379,147014,10,161.537482,22,31.925329
20800,97360,123854,0,310.23182,20,43.217417
20800,NaN,26732,6,103.03113,19,21.304272
20800,NaN,74486,6,407.585624,24,22.162873
20800,27453,49041,0,296.396329,24,37.069957
20800,63764,97090,1,63.248877,23,34.599669
20800,58440,99244,1,174.958577,46,37.488546
20800,NaN,78483,2,412.014873,23,21.945849
20800,NaN,130472,1,308.410354,21,29.665452
20800,96994,140564,13,169.687157,25,33.525064
20800,56597,79582,9,67.691939,27,36.061234
20800,136884,180053,9,323.595197,17,43.03775
20900,30517,58756,NaN,222.037995,12,40.421669
20900,71972,101745,6,67.324562,23,38.513256
20900,111464,144487,11,206.677353,25,40.065477
20900,16174,34886,1,52.303656,4,29.752732
20900,NaN,74233,6,123.114882,4,20.781741
20900,127077,204192,13,181.65088,22,34.589581
20900,59228,92224,1,157.071184,21,37.677209
20900,39244,55582,5,120.219885,10,26.225759
20900,63038,86870,3,113.698833,16,38.732522
20900,45279,73814,1,235.395553,12,34.571844
20900,55000,79900,2.5,45.631136,14,NaN
20900,51960,105524,2,179.925635,47,37.179602
20900,69233,105434,NaN,242.164257,13,40.163651
20900,60553,91364,1,75.563803,22,37.411201
20900,66575,79416,13,107.269513,28,28.382337
20900,122807,150896,5,123.479538,13,30.424481
20900,61402,88659,9,164.248932,63,40.921433
20900,62615,87904,5,177.864849,15,36.831076
20900,133213,174787,26,332.082826,27,32.346399
20900,NaN,73849,7,124.955998,5,18.481294
20900,152994,117934,4,98.50936,34,32.313187
20900,58299,78684,3,98.66282,16,38.972004
21000,101678,144063,9,167.718393,22,32.204926
21000,81848,109860,NaN,173.786162,24,40.057527
21000,53572,80048,9,69.90657,27,34.931086
21000,94063,139868,NaN,207.210036,21,30.247823
21000,69097,105200,NaN,237.820129,13,40.305774
21000,63405,86804,5,156.872751,15,37.433785
21000,133430,189263,22,229.986998,23,40.564122
21000,113954,136249,2,97.544252,14,33.620883
21000,48735,71694,8,48.498971,10,32.921401
21000,NaN,55000,7,NaN,NaN,NaN
21000,86545,118000,9.9,121.766667,24,NaN
21000,64100,85100,3.5,97.633333,30,NaN
21000,90267,134000,7,160.9,32,NaN
21000,42000,67000,7,66.633333,19,NaN
21000,87000,140000,22,163.366667,25,NaN
21000,110000,138000,16,154.2,30,NaN
21000,69231,95000,8,116.7,22,NaN
21000,96000,125000,0.3,116.9,19,NaN
21000,42000,67000,7,65.966667,18,NaN
21000,67657,100606,5,225.28527,12,31.044304
21000,90425,97741,1,123.972806,20,33.564145
21000,106011,173778,7,223.769611,24,40.56475
